Name,Beds,Host,Listing_type,Location,DiscountedPrice,OriginalPrice,Rating,Reviews,Latitude,Longitude,State,Country,ZipCodes,Codes
The Vandees Boutique Bed&amp;Breakfas,1,,Private room,Aghalee,120,0,5.0,12,54.5205213,-6.2679269,Tuaisceart Éireann / Northern Ireland,United Kingdom,BT67 0DD,gb
Esk - beautiful timber cabin in The Lake Distric,2,Superhost,Dome,Irton,183,0,4.93,15,54.2440571,-0.4527641,England,United Kingdom,YO12 4RS,gb
Barefoot B,1,Superhost,Barn,Cornwall,143,0,4.89,158,50.416667,-4.75,England,United Kingdom,PL30 5DU,gb
"Sea-View 3 Bed Apartment- Beach, Balcony + Parking",3,Superhost,Apartment,Langlan,195,278,5.0,37,48.2794954,-3.2075282,Bretagne,France,22110,fr
THE LIMES country home w/ swimming pool &amp; hot tub,6,Superhost,Home,Buckinghamshire,798,0,4.89,133,51.7834994,-0.8946440535649794,England,United Kingdom,HP17 8UR,gb
New Forest Country Home with Hot Tub &amp; Open Fire.,9,Superhost,Guest suite,Hampshire,764,0,4.89,97,51.04483545,-1.2434093597173146,England,United Kingdom,SO24 0NU,gb
Cosy rural cottage with Hot Tub,5,Rare find,Cottage,Penmorfa,123,0,4.52,202,52.943913,-4.1626586,Cymru / Wales,United Kingdom,LL49 9SB,gb
"Farm Stay Shepherds Hut, In Beautiful Oak Orchard",1,Rare find,Shepherd’s hut,Devon,150,0,5.0,101,50.724140500000004,-3.6607788161410735,England,United Kingdom,EX6 6RP,gb
Cow Hill Pod,1,Rare find,Tiny home,Highland Council,99,108,4.8,91,58.210029649999996,-5.337279393870208,Alba / Scotland,United Kingdom,IV27 4JE,gb
Award winning off-grid shepherd's hut 💚,1,Superhost,Shepherd’s hut,South Ayrshire,89,0,4.93,235,55.299818,-4.645988367016132,Alba / Scotland,United Kingdom,KA19 7SF,gb
Kylden - Luxury Dog-Friendly Barn Convers,1,Rare find,Barn,Cornwall,113,0,4.91,151,50.416667,-4.75,England,United Kingdom,PL30 5DU,gb
"Secluded, Cosy and Luxurious Shepherd Hu",1,Superhost,Shepherd’s hut,Melksham,136,0,5.0,237,51.3759342,-2.1314633093455035,England,United Kingdom,SN12 7QL,gb
Swallows Nest. Tranquil location close to Falmouth,1,Superhost,Chalet,Penryn,125,0,4.82,279,50.1685495,-5.1034063,England,United Kingdom,TR10 8BH,gb
No.6 on the bay,4,Superhost,Condo,Porthcawl,206,0,4.86,160,51.4795563,-3.7040704,Cymru / Wales,United Kingdom,CF36 3HG,gb
The Stables at Hempnall House.,3,Rare find,Guesthouse,Lundy Green,127,0,4.82,190,52.4831534,1.2936099,England,United Kingdom,NR15 2NX,gb
Juniper Hut 500,1,Superhost,Cabin,Culbokie,68,0,4.9,70,57.6011079,-4.3383278,Alba / Scotland,United Kingdom,IV7 8JL,gb
Dreamview Shepherds Hut - Sweet  Chestnu,1,Superhost,Shepherd’s hut,Blackborough,163,0,4.63,8,50.8722916,-3.286028,England,United Kingdom,EX15 2DR,gb
Shepherds hu,1,Superhost,Shepherd’s hut,Kent,165,0,4.91,277,51.20707485,0.7210361813401444,England,United Kingdom,TN27 9BB,gb
The Green Shed,3,Superhost,Tiny home,Desertmartin,169,0,4.97,145,54.7702306,-6.672937,Tuaisceart Éireann / Northern Ireland,United Kingdom,BT45 5LE,gb
Daisy Park Shepherds Hu,1,Superhost,Shepherd’s hut,Cornwall,237,0,5.0,47,50.416667,-4.75,England,United Kingdom,PL30 5DU,gb
"Cosy cottage, sea views, Solva, Pembrokesh",2,Rare find,Home,Solva,93,0,4.89,189,51.8735554,-5.1979167,Cymru / Wales,United Kingdom,SA62 6TA,gb
5* Shepherds Hut in Snowdonia with mountain views,1,Superhost,Shepherd’s hut,Conwy,138,0,4.99,297,53.1460931,-3.759920155777771,Cymru / Wales,United Kingdom,LL26 0NS,gb
"Hayloft Annex, Hetton, Skipton, Yorkshire Dales",1,Superhost,Guest suite,Skipton,189,0,5.0,124,53.9618497,-2.0160287,England,United Kingdom,BD23 1DT,gb
Bijou characterful detached annexe on the marshes.,3,Superhost,Guesthouse,Thornham,111,0,4.69,205,52.9536156,0.584846473580817,England,United Kingdom,PE36 6ND,gb
3 bed House (25) with free Leisure Facilities,3,Rare find,Home,Worcestershire,143,0,4.53,146,52.2109495,-2.156955513242221,England,United Kingdom,WR4 0AN,gb
"Y Cwt Cwtch, the 'cuddle' hu",1,Superhost,Shepherd’s hut,Haverfordwest,133,0,4.96,218,51.8023297,-4.9651074,Cymru / Wales,United Kingdom,,gb
"Hound Tor Annexe, everything you need in one plac",2,Rare find,Guest suite,Torbay,88,0,5.0,87,50.446247,-3.539499814193785,England,United Kingdom,TQ2 6RJ,gb
1800 Period Grade 2 Listed Cottage Addingh,2,Rare find,Cottage,West Yorkshire,136,0,4.94,129,53.741427099999996,-1.7202003766777243,England,United Kingdom,BD19 4TY,gb
"The Hogget Hut, luxury handcrafted shepherds hu",1,Superhost,Shepherd’s hut,East Sussex,115,0,4.86,79,50.9404266,0.3699977891068864,England,United Kingdom,TN21 9NL,gb
The Peacock Shepherds Hut at Ketteringham Hall,1,Superhost,Shepherd’s hut,Ketteringham,172,0,4.95,39,52.583523799999995,1.2003304535525063,England,United Kingdom,NR18 9RU,gb
The Beach House Broadford,5,Superhost,Home,Harrapool,411,450,4.87,39,57.2375234,-5.8890765,Alba / Scotland,United Kingdom,IV49 9AQ,gb
Luxurious spacious cottage with awesome views !,3,Superhost,Cottage,Monmouthshire,166,0,4.95,204,51.7501058,-2.8333331,Cymru / Wales,United Kingdom,NP15 2EZ,gb
Jewel in the Garden of England,1,Rare find,Guest suite,Lyminge,121,0,4.91,117,51.1287443,1.0877907,England,United Kingdom,CT18 8JF,gb
Pentre Pandy Shepherd's Hut &amp; BBQ Hut - B,1,Superhost,Shepherd’s hut,Isle of Anglesey,138,151,5.0,41,53.27816025,-4.347871127822403,Cymru / Wales,United Kingdom,LL77 7PX,gb
Listers Lodg,4,Rare find,Cottage,Brotton,97,0,4.76,470,54.5689495,-0.9364969,England,United Kingdom,TS12 2PX,gb
"LATE DEAL: Character cottage, Pembrokeshire coas",4,Rare find,Cottage,Croesgoch,87,0,4.77,248,51.92949555,-5.162251079784469,Cymru / Wales,United Kingdom,SA62 5JT,gb
'Carry on Camping' Shepherd Huts in Leicestersh,1,Superhost,Shepherd’s hut,Leicestershire,179,0,4.96,27,52.68491375,-1.1847653085946246,England,United Kingdom,LE7 7UZ,gb
3 Peaks Stainforth Settle Carlisle Railway Dales,2,Superhost,Guest suite,Stainforth,82,0,4.98,184,53.5960361,-1.0279463,England,United Kingdom,DN7 5QT,gb
Dorset Countryside Shepherds Hut with a lake view,1,Superhost,Shepherd’s hut,Fontmell Magna,148,0,4.98,88,50.9516684,-2.1913332,England,United Kingdom,SP7 0PA,gb
Snowd,1,Superhost,Shepherd’s hut,Talsarnau,97,0,4.89,187,52.9028694,-4.0646824,Cymru / Wales,United Kingdom,LL47 6TY,gb
Cotswold Chic Retreats-Cloud Nine-5 ⭐️ Luxury,2,Superhost,Cottage,Chipping Campden,186,0,4.96,50,52.0496652,-1.7813927,England,United Kingdom,GL55 6BS,gb
Cosy 1 bedroom Shepherd's hut with indoor f,3,,Shepherd’s hut,Llandegla,138,0,4.72,18,53.0634526,-3.2013164,Cymru / Wales,United Kingdom,LL11 3BJ,gb
Apartment with stunning views across Fistral Beach,4,Superhost,Apartment,Newquay,168,0,4.99,74,50.4134414,-5.0848836,England,United Kingdom,TR7 1EP,gb
1 Craiglinnhe Court...sleeps 2-4 guests.,3,Rare find,Home,Highland Council,179,0,4.97,220,58.210029649999996,-5.337279393870208,Alba / Scotland,United Kingdom,IV27 4JE,gb
Glamping Under Stars Shepherd's Hut -,1,,Shepherd’s hut,Rhosesmor,132,0,4.98,127,53.2087681,-3.177978,Cymru / Wales,United Kingdom,CH7 6PW,gb
Pipers Pool | Unrivalled Sea Views | 3 Bedrooms / Sleeps 6 | Woolacomb,4,Rare find,Home,Mortehoe,500,0,5.0,5,51.1853041,-4.2088945,England,United Kingdom,EX34 7DR,gb
