Name,Roomsinfo,Beds,Location,DiscountPrice,ActualPrice,Reviews,Host
Home with a view,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 90m²3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Moffat,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 45,698</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
KVM - Jubilee Mansions Apartment by KVM Serviced Accommodation,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 84m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Peterborough,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 51,594</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
'Lyndale' Self Catering apartment sleeps 4,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire apartment</span>",Windermere,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 50,120</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Lakeside Cotswold Holiday Home,"Entire chalet • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 40m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire chalet</span>",Cirencester,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 40,686</span>",,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
City Centre Quiet Home - Close to Marina / Arena,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 100m²3 beds (1 double, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Swansea,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 45,373</span>",,"<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Host & Stay - The Avenue Victoria Apartment,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 71m²3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Scarborough,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 28,008</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Central Belfast Apartments: University Street,Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 600m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>","Queens Quarter, Belfast","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 58,965</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Host & Stay - 57 Woodland View,Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 64m²2 double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Holmfirth,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 28,008</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Host & Stay - The Old Sweet Shop Apartment,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 52m²2 beds (1 double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 28,008</span>",,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Bright Executive Apartment with Views of Solent,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 51m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Ryde,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 37,590</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 44,223</span>","<div aria-label=""Scored 7.9 "" class=""b5cd09854e d10a6220b4"">7.9</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Teesdale Rooms,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 48,646</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
LAVENDER COTTAGE,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 102m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 36,337</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 42,749</span>","<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Snowdon Snug,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 100m²3 beds (1 double, 2 bunk beds)","<span class=""bb58e7a787"">Entire holiday home</span>",Llanberis,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 45,698</span>",,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Snowdon Snug,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 100m²3 beds (1 double, 2 bunk beds)","<span class=""bb58e7a787"">Entire holiday home</span>",Llanberis,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 45,698</span>",,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
The Cottage Llyn Peninsula,"Entire holiday home • 2 bedrooms • 3 bathrooms • 1 kitchen • 50m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Nefyn,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 84,975</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
One Oban,Entire apartment • 2 bedrooms2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Oban,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 34,642</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Orange Apartments - Kepplestone,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 75m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Aberdeen,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 37,590</span>",,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Druridge - Properties Unique,Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 75m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",North Shields,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 23,032</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 32,902</span>","<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Carvetii - Walter House - First floor flat sleeps 6,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²3 beds (2 extra-large doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Leslie,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 41,865</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Appley Lodge Glan Gwna,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 40m²3 beds (1 single, 2 doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Caernarfon,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 32,431</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Host & Stay - Seaside Apartments,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 70m²2 large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Saltburn-by-the-Sea,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 26,239</span>",,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Cosy Castlerock Beside Beach Golf Course and Pub,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 76m²3 beds (1 single, 2 doubles)","<span class=""bb58e7a787"">Entire apartment</span>",Castlerock,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 33,905</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
"The Bay house Apartments , shanklin","Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 105m²2 beds (1 double, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Shanklin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 63,682</span>",,"<div aria-label=""Scored 9.7 "" class=""b5cd09854e d10a6220b4"">9.7</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Host & Stay - Montague Apartments,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 98m²3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Whitley Bay,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 29,925</span>",,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Sea Views Stunning 2 Bedroom Apartment #,Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 58m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Lowestoft,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 25,627</span>",,"<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
2 bed Chic Apartment in Glasgow City Centre,Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 111m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>","Glasgow City Centre, Glasgow","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 77,833</span>",,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Rose Cottage Kettleburgh,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 100m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Kettleburgh,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 24,809</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Host & Stay - The Lealholm at Brunswick Holiday Apartments,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 75m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 31,841</span>",,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
"Happy Seaside Days in Combe Martin, Devon","Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 30m²5 beds (4 singles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Combe Martin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 61,618</span>",,"<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Court House Apartment,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 78m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Cheltenham,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 57,048</span>",,"<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
71 Travis street Burnley,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 25m²5 beds (4 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Burnley,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 29,482</span>",,"<div aria-label=""Scored 7.0 "" class=""b5cd09854e d10a6220b4"">7.0</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Granada Apartments Queen's Promenade,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 67m²7 beds (4 singles, 1 double, 1 sofa bed, 1 futon)","<span class=""bb58e7a787"">Entire apartment</span>",Blackpool,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 36,119</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
"Cosy Bake Cottage, Great Location in Looe, Cornwall","Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²2 beds (1 double, 1 bunk bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Looe,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 38,327</span>",,"<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
The Surveyor's House Tetbury,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 186m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Tetbury,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 64,861</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Hinton House,Entire apartment • 2 bedrooms • 1 bathroom2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Liverpool,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 35,379</span>",,"<div aria-label=""Scored 8.1 "" class=""b5cd09854e d10a6220b4"">8.1</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
smuglers rest,"Entire holiday home • 2 bedrooms • 2 living rooms • 1 bathroom • 1 kitchen • 150m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Bideford,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 41,275</span>",,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Ballycastle Holiday Home,"Entire holiday home • 2 bedrooms • 1 kitchen • 1,200m²2 double beds","<span class=""bb58e7a787"">Entire holiday home</span>",Ballycastle,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 30,956</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Park View,Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65m²4 single beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Elgin,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 29,482</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Home with a view,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 90m²3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Moffat,,,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
KVM - Jubilee Mansions Apartment by KVM Serviced Accommodation,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 84m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Peterborough,,,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
'Lyndale' Self Catering apartment sleeps 4,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire apartment</span>",Windermere,,,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Lakeside Cotswold Holiday Home,"Entire chalet • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 40m²3 beds (1 double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire chalet</span>",Cirencester,,,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
City Centre Quiet Home - Close to Marina / Arena,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 100m²3 beds (1 double, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Swansea,,,"<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Host & Stay - The Avenue Victoria Apartment,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 71m²3 beds (2 singles, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Scarborough,,,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Central Belfast Apartments: University Street,Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 600m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>","Queens Quarter, Belfast",,,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Host & Stay - 57 Woodland View,Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 64m²2 double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Holmfirth,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Host & Stay - The Old Sweet Shop Apartment,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 52m²2 beds (1 double, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,,,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Bright Executive Apartment with Views of Solent,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 51m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Ryde,,,"<div aria-label=""Scored 7.9 "" class=""b5cd09854e d10a6220b4"">7.9</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Teesdale Rooms,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,,,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
LAVENDER COTTAGE,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 102m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,,,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Snowdon Snug,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 100m²3 beds (1 double, 2 bunk beds)","<span class=""bb58e7a787"">Entire holiday home</span>",Llanberis,,,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Gunwharf Quays Harbour Apartments,Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 72m²2 large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Portsmouth,,,"<div aria-label=""Scored 9.5 "" class=""b5cd09854e d10a6220b4"">9.5</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
The Cottage Llyn Peninsula,"Entire holiday home • 2 bedrooms • 3 bathrooms • 1 kitchen • 50m²2 beds (1 extra-large double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Nefyn,,,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
One Oban,Entire apartment • 2 bedrooms2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Oban,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Orange Apartments - Kepplestone,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 75m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Aberdeen,,,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Seacot Cottage in the heart of the Highlands,"Entire holiday home • 2 bedrooms • 2 living rooms • 2 bathrooms • 1 kitchen4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",South Kessock,,,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Druridge - Properties Unique,Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 75m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",North Shields,,,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Carvetii - Walter House - First floor flat sleeps 6,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²3 beds (2 extra-large doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Leslie,,,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
