Name,Listing_type,Location,Rating,Host,Beds,DiscountedPrice,OriginalPrice,Latitude,Longitude,City,State,Country
Primestay 91 Baker Street Apartments,Entire apartment,"Westminster Borough, London",8.1,Very good,3,0,0,51.51419575,-0.11347677488453559,London,England,United Kingdom
"Ty Nain, Newport, Pembrokeshire",Entire holiday home,Newport Pembrokeshire,8.7,Fabulous,1,0,0,52.0162866,-4.8328962,,Cymru / Wales,United Kingdom
Oakstays City Centre Gem,Entire apartment,"Newcastle City Centre, Newcastle upon Tyne",7.8,Good,3,0,0,54.9772205,-1.6612259989810887,Newcastle upon Tyne,England,United Kingdom
Turnberry accommodation,Entire apartment,Turnberry,8.9,Fabulous,3,0,0,55.3224311,-4.836721796807566,,Alba / Scotland,United Kingdom
Tooley Street Apartments,Entire apartment,"Southwark, London",8.1,Very good,2,0,0,51.5029222,-0.103458,London,England,United Kingdom
The Mansion,2 entire studio,Southampton,7.9,Good,2,0,0,50.9025349,-1.404189,Southampton,England,United Kingdom
Lil' Nauti,Entire bungalow,Pentewan,9.3,Superb,2,0,0,50.2921821,-4.78189,,England,United Kingdom
Host & Stay - West Cliff View Apartment,Entire apartment,Whitby,8.0,Very good,2,0,0,54.4874141,-0.6155111,,England,United Kingdom
Kellas Cottage,Entire apartment,Murroes,8.7,Fabulous,3,0,0,56.5047525,-2.8756788,,Alba / Scotland,United Kingdom
2 Bed Serviced Apartment Close To Hospital,Entire apartment,Mile End,7.7,Good,3,0,0,51.5253378,-0.033435,London,England,United Kingdom
"Sea views, big 2 Bed Flat close to beach & harbour",Entire apartment,Ilfracombe,8.3,Very good,3,0,0,51.2076674,-4.1254662,North Devon,England,United Kingdom
Cotswold Valley Aparthotel,Entire apartment,Stroud,7.1,Good,5,0,0,51.745424,-2.2198605,,England,United Kingdom
The Stunning Abode - Close to Leeds - Parking,Entire apartment,Batley Carr,7.9,Good,4,0,0,53.7045649,-1.6357472,Kirklees,England,United Kingdom
"The Oystercatcher At The Bay, Filey",Entire apartment,Filey,7.9,Good,3,0,0,54.2096884,-0.2888382,,England,United Kingdom
County Hall Apartment Hotel,Entire apartment,Boston,8.1,Very good,2,0,0,42.3554334,-71.060511,Boston,Massachusetts,United States
Smart Town Centre Apartments,Entire apartment,Northampton,8.7,Fabulous,2,0,0,52.23433665,-0.9028072768185829,,England,United Kingdom
Ocean Villas,Entire apartment,Marazion,9.1,Superb,4,0,0,50.127926349999996,-5.4663112525728685,,England,United Kingdom
SunnyVale Valley View Cottage,Entire holiday home,Gorran Haven,9.4,Superb,4,0,0,50.2412337,-4.7927555,,England,United Kingdom
Host & Stay - Park View Apartment,Entire apartment,Whitby,9.2,Superb,2,0,0,54.4874141,-0.6155111,,England,United Kingdom
Igloo ViewPoint City Centre Retreat & Free Parking,Entire apartment,"Sheffield City Centre, Sheffield",8.3,Very good,6,0,0,53.3783713,-1.4621381,Sheffield,England,United Kingdom
Host & Stay - Harbour View Apartment,Entire apartment,Whitby,8.7,Fabulous,2,0,0,54.4874141,-0.6155111,,England,United Kingdom
Oxford Apartment,Entire apartment,"Oxford City Centre, Oxford",8.2,Very good,2,1194,0,51.7534512,-1.2699542,Oxford,England,United Kingdom
Frogmore Corner,Entire holiday home,Tregoney,9.0,Superb,1,482,0,50.2699834,-4.7880844,,England,United Kingdom
Townhead Apartments Gallery View,Entire apartment,Paisley,9.0,Superb,3,1116,0,55.8455828,-4.4239646,,Alba / Scotland,United Kingdom
Avocet 2,Entire holiday home,Brixham,8.9,Fabulous,3,1322,0,50.3952404,-3.514544,,England,United Kingdom
Host & Stay - Lowcross Cottage,Entire holiday home,Guisborough,9.2,Superb,3,634,0,54.5359551,-1.051085,,England,United Kingdom
Monarch House - Serviced Apartments - Kensington,Entire apartment,"Kensington and Chelsea, London",8.9,Fabulous,3,4260,0,51.4875167,-0.1687007,London,England,United Kingdom
The Loft at Venga,Entire apartment,Portishead,8.8,Fabulous,3,669,0,51.4806882,-2.7768562,,England,United Kingdom
The Bells,Entire apartment,"Leeds City Centre, Leeds",9.1,Superb,2,2345,0,53.809128400000006,-1.5302367852524053,Leeds,England,United Kingdom
City Dreamz - Modern Apartment Centre Of Manchester,Entire apartment,"Manchester City Centre, Manchester",8.6,Fabulous,4,1097,0,53.484131,-2.2380465,Manchester,England,United Kingdom
Paddington Place - Whole Apartment - WiFi - Beach - Broadstairs High Street,Entire holiday home,Broadstairs,9.4,Superb,3,577,346,51.3586758,1.4407855,Thanet,England,United Kingdom
Puddleduck Valley,Entire holiday home,Holsworthy,9.5,Exceptional,4,1429,0,50.8132471,-4.3536662410714255,Torridge,England,United Kingdom
Dunlap Apartments,Entire apartment,Strabane,9.3,Superb,3,737,0,54.826115,-7.4627993,,Tuaisceart Éireann / Northern Ireland,United Kingdom
Haddington Place,Entire apartment,"New Town, Edinburgh",7.5,Good,2,1674,0,55.9554575,-3.1989995,City of Edinburgh,Alba / Scotland,United Kingdom
No.3 On The Square,Entire apartment,Beauly,9.3,Superb,2,491,594,57.483651,-4.4598354,,Alba / Scotland,United Kingdom
"Argyll Apartments - Argyll Square, Oban",Entire apartment,Oban,8.4,Very good,2,778,0,56.415695,-5.4734688,,Alba / Scotland,United Kingdom
"Columbine, Thetford, 2BR House",Entire holiday home,Thetford,8.8,Fabulous,3,357,0,52.4156001,0.748712,Breckland,England,United Kingdom
Carvetii - Edward House D - 2 Dbl bed 2nd floor flat,Entire apartment,Dunfermline,8.6,Fabulous,2,576,0,56.0713724,-3.4616183,Dunfermline,Alba / Scotland,United Kingdom
Central location Smart Apartments Southampton,Entire apartment,"Southampton City Centre, Southampton",8.3,Very good,2,1181,0,50.90804385,-1.4064830904331815,Southampton,England,United Kingdom
Host & Stay - The Surfer's Loft Apartment,Entire apartment,Saltburn-by-the-Sea,8.5,Very good,2,514,0,54.5846769,-0.9740921,,England,United Kingdom
Host & Stay - Roselyn,Entire holiday home,Newbiggin-by-the-Sea,9.0,Superb,3,568,0,55.1853665,-1.5109345,,England,United Kingdom
The Old Fire Station Luxury Apartment,Entire apartment,"York City Centre, York",9.3,Superb,3,2000,0,53.9590555,-1.0815361,York,England,United Kingdom
Host & Stay - The Lookout @ Scarborough,Entire apartment,Scarborough,8.8,Fabulous,2,778,0,54.2820009,-0.4011868,,England,United Kingdom
Chellaston Residence,Entire apartment,Derby,9.2,Superb,5,588,0,52.9212617,-1.4761491,Derby,England,United Kingdom
Chellaston Residence,Entire apartment,Derby,9.2,Superb,5,0,576,52.9212617,-1.4761491,Derby,England,United Kingdom
Waves,Entire apartment,Stoke Fleming,9.1,Superb,4,0,1093,50.338807149999994,-3.6171833768870476,South Hams,England,United Kingdom
Mayfair Serviced Apartments,Entire apartment,"Westminster Borough, London",7.6,Good,3,0,429,51.51419575,-0.11347677488453559,London,England,United Kingdom
Harbourside,Entire apartment,Garlieston,9.7,Exceptional,2,0,657,54.7892045,-4.3698046,,Alba / Scotland,United Kingdom
Parc y Bryn Serviced Apartments,Entire apartment,Aberystwyth,8.9,Fabulous,2,0,0,52.4143113,-4.0816846,,Cymru / Wales,United Kingdom
Zenith Abode City Centre Apartment,Entire apartment,"Digbeth, Birmingham",7.8,Good,2,0,0,52.4758542,-1.8854604,Birmingham,England,United Kingdom
Pass the Keys 64 Church Street Characterful 2-bed cottage in the heart of town,Entire holiday home,Kingsbridge,8.3,Very good,2,0,0,50.2848555,-3.7789738,South Hams,England,United Kingdom
'Best Stay Promise' The Hidden Nook off Caroline Street nr St Pauls Square & Public Parking I Stylish & Calm Executive Eco-Aprt I Pets Welcome,Entire apartment,"Jewellery Quarter, Birmingham",8.5,Very good,3,0,0,52.4879157,-1.9116096,Birmingham,England,United Kingdom
The Symphony Apartment,Entire apartment,"Liverpool City Centre, Liverpool",8.9,Fabulous,2,0,0,53.4773112,-2.2581189,Manchester,England,United Kingdom
Lovely 2 bed Serviced apartment in Dartford Kent,Entire apartment,Kent,,Exceptional,1,0,0,51.20707485,0.7210361813401444,,England,United Kingdom
Bramante Heights by Propertri,Entire apartment,Newport,7.9,Good,3,0,0,41.4899827,-71.3137707,Newport,Rhode Island,United States
Kennedy House,Entire apartment,"Blackpool Centre, Blackpool",8.4,Very good,3,0,0,53.79976295,-3.042623393215248,,England,United Kingdom
"Argyll Apartments - George Street, Oban",Entire apartment,Oban,8.2,Very good,2,0,0,56.415695,-5.4734688,,Alba / Scotland,United Kingdom
Host & Stay - The Courtyard Retreat Apartment,Entire apartment,Whitby,9.2,Superb,3,0,0,54.4874141,-0.6155111,,England,United Kingdom
Ivy Cottage,Entire holiday home,Launceston,9.7,Exceptional,3,0,0,-41.4340813,147.1373496,Launceston,Tasmania,Australia
Puddle Duck Cottage,Entire holiday home,Cranswick,9.5,Exceptional,3,0,0,53.9568499,-0.4372937,,England,United Kingdom
Bootham House Apartment-Close to The Minster,Entire apartment,York,9.4,Superb,2,0,0,53.9590555,-1.0815361,York,England,United Kingdom
Rusholme Rooms,Entire apartment,Manchester,7.6,Good,5,0,0,53.4794892,-2.2451148,Manchester,England,United Kingdom
Edinburgh Waterfront Apartments,Entire apartment,"Leith, Edinburgh",8.7,Fabulous,4,0,0,55.9725499,-3.1709492,City of Edinburgh,Alba / Scotland,United Kingdom
Second Nest Ramsgate,Entire apartment,Ramsgate,9.0,Superb,2,0,358,51.3334726,1.4196476,Thanet,England,United Kingdom
"BEST PRICE - Superb Brand New Southampton City Apartments, Single Beds or King Size & Sofabed - AMAZING location FREE PARKING",Entire apartment,"Southampton City Centre, Southampton",8.4,Very good,5,0,0,50.90804385,-1.4064830904331815,Southampton,England,United Kingdom
Host & Stay - The Old School House,Entire holiday home,Pickering,,Exceptional,3,0,346,43.835765,-79.090576,Pickering,Ontario,Canada
"Host & Stay - The View, Hudsons Yard House",Entire apartment,Whitby,8.9,Fabulous,2,0,0,54.4874141,-0.6155111,,England,United Kingdom
Host & Stay - Jet Cottage,Entire holiday home,Whitby,8.7,Fabulous,2,1049,0,54.4874141,-0.6155111,,England,United Kingdom
White Hall Portrush,Entire apartment,Portrush,9.1,Superb,4,703,0,55.2060325,-6.6540486,,Tuaisceart Éireann / Northern Ireland,United Kingdom
Ocean Walk - By My Getaways - Free Parking for one vehicle,Entire apartment,"Brighton City Centre, Brighton & Hove",8.1,Very good,5,912,0,50.8277667,-0.1413705,Brighton,England,United Kingdom
Church Lane Apartments,Entire apartment,Boston,8.2,Very good,2,606,0,42.3554334,-71.060511,Boston,Massachusetts,United States
Icona - Stylish apartment in brand new development!,Entire apartment,York,8.7,Fabulous,2,817,0,53.9590555,-1.0815361,York,England,United Kingdom
St Margarets Modern Georgian 2 bedroom apartment,Entire apartment,Ryde,8.5,Very good,2,788,0,50.7299865,-1.1603699,,England,United Kingdom
Host & Stay - Eden Cottage,Entire holiday home,Holy Island,,Exceptional,3,1258,0,55.67852605,-1.793678122619399,,England,United Kingdom
Host & Stay - Holly Brook Barn,Entire holiday home,Farlington,9.0,Superb,3,641,0,54.1019287,-1.0612258,Hambleton,England,United Kingdom
Portfolio Apartments - Welwyn Business Park,Entire apartment,Welwyn Garden City,8.6,Fabulous,2,549,0,51.8031083,-0.2068872,Welwyn Hatfield,England,United Kingdom
Host & Stay - Ramblers Rest Cottage,Entire holiday home,Greenhead,9.2,Superb,2,617,0,54.9934999,-2.4879527601351246,,England,United Kingdom
Tinto View Apartment,Entire apartment,Carstairs,7.1,Good,3,721,0,51.563216,-114.1000016,,Alberta,Canada
Thornaby Cottage,Entire holiday home,Whitby,9.2,Superb,2,980,0,54.4874141,-0.6155111,,England,United Kingdom
The Exquisite Gem of Yorkshire - Duplex - Penthouse - Netflix,Entire apartment,Batley Carr,7.5,Good,3,841,0,53.7045649,-1.6357472,Kirklees,England,United Kingdom
Ashwood Holiday Cottage.,Entire holiday home,Ashford,9.7,Exceptional,3,746,0,51.148555,0.8722566,,England,United Kingdom
APARTMENTS OF LIVERPOOL,Entire apartment,"Anfield, Liverpool",9.0,Superb,3,918,0,53.4308358,-2.9609095414165294,Liverpool,England,United Kingdom
Beautiful Apartment,Entire apartment,Bristol,8.7,Fabulous,3,768,0,51.4538022,-2.5972985,Bristol,England,United Kingdom
The Glyndwr - Berwyn House,Entire apartment,Wrexham,7.9,Good,4,764,0,53.0465084,-2.9937869,Wrexham,Cymru / Wales,United Kingdom
"Coventry Stylish House, City Centre, Free Parking, Sleeps 5, by EMPOWER HOMES",Entire holiday home,Spon End,9.1,Superb,4,576,0,52.4069072,-1.5247498,Coventry,England,United Kingdom
City Centre Orange Apartments - Portland Street,Entire apartment,"Aberdeen City Centre, Aberdeen",9.0,Superb,2,933,0,57.1464084,-2.1010112,Aberdeen City,Alba / Scotland,United Kingdom
The Racecourse Garden Collection,Entire apartment,Chester,9.5,Exceptional,2,974,0,53.1908873,-2.8908955,Chester,England,United Kingdom
Luxury Harley Street Apartments,Entire apartment,"Westminster Borough, London",8.0,Very good,2,3938,0,51.51419575,-0.11347677488453559,London,England,United Kingdom
Abbey View,Entire apartment,Kelso,9.6,Exceptional,3,638,0,46.1421249,-122.905299,,Washington,United States
Host & Stay - Chilton at Carlill House,Entire apartment,Whitby,9.4,Superb,3,0,0,54.4874141,-0.6155111,,England,United Kingdom
Host & Stay - The Arches Cottage,Entire holiday home,Brotton,8.3,Very good,3,0,0,54.5689495,-0.9364969,,England,United Kingdom
Kirkgate Cottage,Entire holiday home,Eassie and Nevay,8.4,Very good,3,0,0,56.591833199999996,-3.0872951998327727,,Alba / Scotland,United Kingdom
Host & Stay - Jet Cottage,Entire holiday home,Whitby,8.7,Fabulous,2,0,0,54.4874141,-0.6155111,,England,United Kingdom
White Hall Portrush,Entire apartment,Portrush,9.1,Superb,4,0,0,55.2060325,-6.6540486,,Tuaisceart Éireann / Northern Ireland,United Kingdom
Ocean Walk - By My Getaways - Free Parking for one vehicle,Entire apartment,"Brighton City Centre, Brighton & Hove",8.1,Very good,5,0,0,50.8277667,-0.1413705,Brighton,England,United Kingdom
Church Lane Apartments,Entire apartment,Boston,8.2,Very good,2,0,0,42.3554334,-71.060511,Boston,Massachusetts,United States
Icona - Stylish apartment in brand new development!,Entire apartment,York,8.7,Fabulous,2,0,0,53.9590555,-1.0815361,York,England,United Kingdom
St Margarets Modern Georgian 2 bedroom apartment,Entire apartment,Ryde,8.5,Very good,2,0,0,50.7299865,-1.1603699,,England,United Kingdom
Host & Stay - Eden Cottage,Entire holiday home,Holy Island,,Exceptional,3,0,0,55.67852605,-1.793678122619399,,England,United Kingdom
Host & Stay - Holly Brook Barn,Entire holiday home,Farlington,9.0,Superb,3,0,0,54.1019287,-1.0612258,Hambleton,England,United Kingdom
Loch Linnhe Waterfront Lodges with Hot Tubs,Entire vill,Glencoe,8.4,Very good,3,0,0,42.1350268,-87.7581188,,Illinois,United States
Turpin Quarter in the centre of the city,Entire apartment,"York City Centre, York",8.5,Very good,3,0,0,53.9590555,-1.0815361,York,England,United Kingdom
Portfolio Apartments - Welwyn Business Park,Entire apartment,Welwyn Garden City,8.6,Fabulous,2,0,0,51.8031083,-0.2068872,Welwyn Hatfield,England,United Kingdom
Royal Gardens Apartments,Entire apartment,Stirling,8.0,Very good,2,0,0,56.1181242,-3.9360012,Stirling,Alba / Scotland,United Kingdom
Cyanacottages-Speedy's Cottage,Entire holiday home,Whitby,9.0,Superb,3,1324,238,54.4874141,-0.6155111,,England,United Kingdom
City Centre Apartment with Secure Parking by MBiZ,Entire apartment,Northampton,8.6,Fabulous,4,706,0,52.23433665,-0.9028072768185829,,England,United Kingdom
Host & Stay - The Avenue Victoria Apartment,Entire apartment,Scarborough,8.9,Fabulous,3,778,310,54.2820009,-0.4011868,,England,United Kingdom
Riverside Apartment at Woodsmill Quay,Entire apartment,"York City Centre, York",8.4,Very good,3,1032,0,53.9590555,-1.0815361,York,England,United Kingdom
Cunard Apartments,Entire apartment,Douglas,8.5,Very good,4,616,525,39.7628415,-88.2170516,,Illinois,United States
The Stunning Gems of Central Bristol,Entire apartment,Bristol,7.1,Good,3,1033,286,51.4538022,-2.5972985,Bristol,England,United Kingdom
Cosy Nook,Entire holiday home,Windermere,9.3,Superb,2,931,0,54.3794828,-2.9061994,South Lakeland,England,United Kingdom
Gorgeous 2 bedroom Town House,Entire holiday home,Great Yarmouth,8.5,Very good,4,863,250,52.6071742,1.7314845,,England,United Kingdom
Bright Executive Apartment with Views of Solent,Entire apartment,Ryde,7.9,Good,3,1318,238,50.7299865,-1.1603699,,England,United Kingdom
Ultra Urban Belfast Corporate Apartments,Entire apartment,"Queens Quarter, Belfast",8.9,Fabulous,4,1188,708,54.5859027,-5.931890369967055,Belfast,Tuaisceart Éireann / Northern Ireland,United Kingdom
Most central luxury apartment - sleeps 4 & FREE parking!,Entire apartment,"Chester City Centre, Chester",8.7,Fabulous,2,1153,358,53.1931087,-2.8813594,Chester,England,United Kingdom
Sea Winnings Apartment South Shields,Entire apartment,South Shields,8.3,Very good,2,1559,397,54.9987414,-1.4321848,South Tyneside,England,United Kingdom
"Two-bedroom ground floor luxury Apartment with workspace, Balcony & parking",Entire apartment,"Gay Village Birmingham, Birmingham",9.3,Superb,2,1138,367,52.4728222,-1.8952461,Birmingham,England,United Kingdom
Bath's Exclusive Apartment The Moss x Monroe Suite,Entire apartment,"Bath City Centre, Bath",7.0,Good,4,1595,0,51.379799500000004,-2.362302019054031,Bath,England,United Kingdom
2 Bedroom Apt at Sensational Stay Serviced Accommodation Aberdeen - Clifton Road,Entire apartment,Aberdeen,7.7,Good,3,711,291,57.1482429,-2.0928095,Aberdeen City,Alba / Scotland,United Kingdom
The Oaks,Entire bungalow,Prestatyn,7.6,Good,2,612,281,53.3345598,-3.4029487,,Cymru / Wales,United Kingdom
Snowdon Snug,Entire holiday home,Llanberis,8.7,Fabulous,3,878,0,53.1212762,-4.1277481,,Cymru / Wales,United Kingdom
Bowling Green Apartments - West Bridgford,Entire apartment,Nottingham,8.1,Very good,3,735,0,52.9534193,-1.1496461,City of Nottingham,England,United Kingdom
The Cottage Llyn Peninsula,Entire holiday home,Nefyn,9.3,Superb,2,979,0,52.9356211,-4.5191695,,Cymru / Wales,United Kingdom
Birmingham City Central - 2Bed - Free Parking & WiFi! By Hinkley Homes Short Lets & Serviced Accommodation,Entire apartment,"Convention Quarter, Birmingham",7.0,Good,3,706,435,52.4785949,-1.9107962,Birmingham,England,United Kingdom
One Oban,Entire apartment,Oban,8.0,Very good,2,638,278,56.415695,-5.4734688,,Alba / Scotland,United Kingdom
The Serenity Lodge with Hot Tub,Entire holiday home,York,9.2,Superb,3,1173,0,53.9590555,-1.0815361,York,England,United Kingdom
"St Raphael House, City Centre Charming Apartments",Entire apartment,Basingstoke,9.2,Superb,2,1063,665,51.262826,-1.0861976,Basingstoke and Deane,England,United Kingdom
"Willerby Granada 2-Bedroom Parkhome, Glasgow",Entire apartment,Uddingston,9.3,Superb,3,320,299,55.8189569,-4.0824857,,Alba / Scotland,United Kingdom
Orange Apartments - Kepplestone,Entire apartment,Aberdeen,8.3,Very good,2,889,300,57.1482429,-2.0928095,Aberdeen City,Alba / Scotland,United Kingdom
Axiom Apartment - Beautiful stylish 2 bed.,Entire apartment,Cheltenham,8.6,Fabulous,1,0,422,51.8995685,-2.0711559,,England,United Kingdom
3 Bank End,Entire holiday home,Ingleton ,8.8,Fabulous,3,0,334,54.19010405,-2.401261009597988,Craven,England,United Kingdom
Host & Stay - The Ruby Retreat Apartment,Entire apartment,Saltburn-by-the-Sea,8.3,Very good,2,0,328,54.5846769,-0.9740921,,England,United Kingdom
Measure Cottage - Sleeps 5 - Private Hot tub and garden,Entire holiday home,Henley in Arden,8.2,Very good,4,0,163,52.290713,-1.780685,Stratford-on-Avon,England,United Kingdom
Jolly Sailors Retreat,Entire apartment,Wells next the Sea,8.8,Fabulous,3,0,556,52.9549725,0.8515402,North Norfolk,England,United Kingdom
Bridge Square Apartments,Entire apartment,Lancaster,8.1,Very good,4,0,519,40.03813,-76.3056686,Lancaster,Pennsylvania,United States
The Picture House Apartments,Entire apartment,"Everton, Liverpool",7.4,Good,4,0,441,53.4203542,-2.973229,Liverpool,England,United Kingdom
Corporation Street Apartment,Entire apartment,"Manchester City Centre, Manchester",8.8,Fabulous,3,0,430,53.484131,-2.2380465,Manchester,England,United Kingdom
Bay Retreat Villas,Entire vill,Padstow,8.3,Very good,4,0,561,50.5403819,-4.9369874,,England,United Kingdom
Shore Times Holiday Chalet Parkdean K75,Entire chalet,Camber,9.5,Exceptional,3,0,0,50.939823000000004,0.8352012340802042,Rother,England,United Kingdom
Studio Apartments on the Square,Entire apartment,Kelso,8.7,Fabulous,2,0,388,46.1421249,-122.905299,,Washington,United States
Driftwood,Entire apartment,Skinningrove,8.1,Very good,2,0,494,54.5697188,-0.899522,,England,United Kingdom
"22 Rockfield Road, Anfield Stadium can be seen from the front door",Entire apartment,"Anfield, Liverpool",7.4,Good,4,0,308,53.4308358,-2.9609095414165294,Liverpool,England,United Kingdom
Sea View House,Entire apartment,Scarborough,8.6,Fabulous,1,0,427,54.2820009,-0.4011868,,England,United Kingdom
Chester City-Walls Overlooking River (Central Location),Entire apartment,Chester,9.1,Superb,1,0,263,53.1908873,-2.8908955,Chester,England,United Kingdom
Luxury Brighton Apartments,Entire apartment,Brighton & Hove,8.3,Very good,3,0,537,50.83891575,-0.12693054250074665,Brighton,England,United Kingdom
Princes Street Suites,Entire apartment,"Princes Street, Edinburgh",8.9,Fabulous,2,0,262,55.95336,-3.1891049,City of Edinburgh,Alba / Scotland,United Kingdom
The Osborne Apartments,Entire apartment,Torquay,9.3,Superb,3,0,405,50.4652392,-3.5211361,,England,United Kingdom
Rose Hill Boutique Apartments Near Brighton Beach,Entire apartment,"Brighton City Centre, Brighton & Hove",7.7,Good,3,0,334,50.8277667,-0.1413705,Brighton,England,United Kingdom
Rockmount 1,Entire holiday home,Salcombe,8.0,Very good,1,0,183,50.2388158,-3.7726121,South Hams,England,United Kingdom
Newquay Bay Resort - SummerBreeze PV54,Entire holiday home,Porth,9.6,Exceptional,4,0,429,51.6124972,-3.4084092,,Cymru / Wales,United Kingdom
Luxury Apt in Centre of Town with Private Parking,Entire apartment,"Liverpool City Centre, Liverpool",7.5,Good,3,0,163,53.4773112,-2.2581189,Manchester,England,United Kingdom
"Super Cool Luxury Studio near the beach - Smart TV, WiFi & Netflix",Entire apartment,Bournemouth,8.1,Very good,2,0,372,50.720097,-1.8799272,,England,United Kingdom
Driftwood Apartment - Skegness,Entire apartment,Skegness,8.7,Fabulous,1,0,240,53.1437506,0.3428958,East Lindsey,England,United Kingdom
Cunard Apartments,Entire apartment,Douglas,8.5,Very good,4,0,0,39.7628415,-88.2170516,,Illinois,United States
The Stunning Gems of Central Bristol,Entire apartment,Bristol,7.1,Good,3,0,0,51.4538022,-2.5972985,Bristol,England,United Kingdom
Cosy Nook,Entire holiday home,Windermere,9.3,Superb,2,0,0,54.3794828,-2.9061994,South Lakeland,England,United Kingdom
Gorgeous 2 bedroom Town House,Entire holiday home,Great Yarmouth,8.5,Very good,4,0,0,52.6071742,1.7314845,,England,United Kingdom
Bright Executive Apartment with Views of Solent,Entire apartment,Ryde,7.9,Good,3,0,0,50.7299865,-1.1603699,,England,United Kingdom
Ultra Urban Belfast Corporate Apartments,Entire apartment,"Queens Quarter, Belfast",8.9,Fabulous,4,0,0,54.5859027,-5.931890369967055,Belfast,Tuaisceart Éireann / Northern Ireland,United Kingdom
Most central luxury apartment - sleeps 4 & FREE parking!,Entire apartment,"Chester City Centre, Chester",8.7,Fabulous,2,0,0,53.1931087,-2.8813594,Chester,England,United Kingdom
Sea Winnings Apartment South Shields,Entire apartment,South Shields,8.3,Very good,2,0,0,54.9987414,-1.4321848,South Tyneside,England,United Kingdom
"Two-bedroom ground floor luxury Apartment with workspace, Balcony & parking",Entire apartment,"Gay Village Birmingham, Birmingham",9.3,Superb,2,0,0,52.4728222,-1.8952461,Birmingham,England,United Kingdom
Bath's Exclusive Apartment The Moss x Monroe Suite,Entire apartment,"Bath City Centre, Bath",7.0,Good,4,0,0,51.379799500000004,-2.362302019054031,Bath,England,United Kingdom
2 Bedroom Apt at Sensational Stay Serviced Accommodation Aberdeen - Clifton Road,Entire apartment,Aberdeen,7.7,Good,3,0,0,57.1482429,-2.0928095,Aberdeen City,Alba / Scotland,United Kingdom
The Oaks,Entire bungalow,Prestatyn,7.6,Good,2,0,0,53.3345598,-3.4029487,,Cymru / Wales,United Kingdom
Snowdon Snug,Entire holiday home,Llanberis,8.7,Fabulous,3,0,0,53.1212762,-4.1277481,,Cymru / Wales,United Kingdom
Bowling Green Apartments - West Bridgford,Entire apartment,Nottingham,8.1,Very good,3,0,0,52.9534193,-1.1496461,City of Nottingham,England,United Kingdom
Gunwharf Quays Harbour Apartments,Entire apartment,Portsmouth,9.5,Exceptional,2,0,0,50.8036831,-1.075614,Portsmouth,England,United Kingdom
The Cottage Llyn Peninsula,Entire holiday home,Nefyn,9.3,Superb,2,0,0,52.9356211,-4.5191695,,Cymru / Wales,United Kingdom
Birmingham City Central - 2Bed - Free Parking & WiFi! By Hinkley Homes Short Lets & Serviced Accommodation,Entire apartment,"Convention Quarter, Birmingham",7.0,Good,3,0,0,52.4785949,-1.9107962,Birmingham,England,United Kingdom
One Oban,Entire apartment,Oban,8.0,Very good,2,0,0,56.415695,-5.4734688,,Alba / Scotland,United Kingdom
The Serenity Lodge with Hot Tub,Entire holiday home,York,9.2,Superb,3,0,0,53.9590555,-1.0815361,York,England,United Kingdom
"St Raphael House, City Centre Charming Apartments",Entire apartment,Basingstoke,9.2,Superb,2,0,0,51.262826,-1.0861976,Basingstoke and Deane,England,United Kingdom
"Willerby Granada 2-Bedroom Parkhome, Glasgow",Entire apartment,Uddingston,9.3,Superb,3,0,0,55.8189569,-4.0824857,,Alba / Scotland,United Kingdom
Orange Apartments - Kepplestone,Entire apartment,Aberdeen,8.3,Very good,2,0,0,57.1482429,-2.0928095,Aberdeen City,Alba / Scotland,United Kingdom
Seacot Cottage in the heart of the Highlands,Entire holiday home,South Kessock,9.2,Superb,1,0,0,57.4914043,-4.2417674,Inverness,Alba / Scotland,United Kingdom
Apartrooms Aberdeen,Entire apartment,Aberdeen,9.3,Superb,2,0,0,57.1482429,-2.0928095,Aberdeen City,Alba / Scotland,United Kingdom
Emerald Paradise in Newcastle,Entire apartment,Newcastle upon Tyne,7.9,Good,2,0,0,54.9738474,-1.6131572,Newcastle upon Tyne,England,United Kingdom
Cosy Home 5 minute walk to Monkbar and Bar Walls!,Entire apartment,York,8.7,Fabulous,2,0,0,53.9590555,-1.0815361,York,England,United Kingdom
Host & Stay - Seaside Apartments,Entire apartment,Saltburn-by-the-Sea,8.7,Fabulous,2,0,0,54.5846769,-0.9740921,,England,United Kingdom
Gloucester Green Suite,Entire apartment,"Oxford City Centre, Oxford",7.3,Good,4,0,0,51.7534512,-1.2699542,Oxford,England,United Kingdom
Cosy Castlerock Beside Beach Golf Course and Pub,Entire apartment,Castlerock,9.3,Superb,3,0,0,55.16482,-6.7884142,,Tuaisceart Éireann / Northern Ireland,United Kingdom
The Bear,Entire holiday home,Usk,9.5,Exceptional,2,0,0,51.7045076,-2.9026437,,Cymru / Wales,United Kingdom
Highland Club Direct,Entire apartment,Fort Augustus,8.0,Very good,3,0,0,57.1443325,-4.681487,,Alba / Scotland,United Kingdom
"The Bay house Apartments , shanklin",Entire apartment,Shanklin,9.7,Exceptional,2,0,0,50.6288132,-1.1779031,,England,United Kingdom
Host & Stay - Montague Apartments,Entire apartment,Whitley Bay,8.0,Very good,3,0,0,55.0422091,-1.4454353,North Tyneside,England,United Kingdom
Kew Bridge Apartments,Entire apartment,London,8.1,Very good,1,0,0,51.5073219,-0.1276474,City of Westminster,England,United Kingdom
